node,demand_LPS,pressure_m,inflow_LPS,shortage_LPS
J1,1.306526780128479,-3506.969482421875,1.306526780128479,0.0
J2,0.11352991312742233,127.94539642333984,0.11352991312742233,0.0
J3,1.9705755710601807,138.14913940429688,1.9705755710601807,0.0
J4,4.695328235626221,-50231.34765625,4.695328235626221,0.0
J5,1.2508903741836548,97.71554565429688,1.2508903741836548,0.0
J6,0.6184139847755432,130.00694274902344,0.6184139847755432,0.0
J7,3.474463939666748,-254.0063018798828,3.474463939666748,0.0
J8,1.5528686046600342,-12318.4169921875,1.5528686046600342,0.0
J9,4.782196044921875,7.83120584487915,4.782196044921875,0.0
J10,0.32883018255233765,97.89297485351562,0.32883018255233765,0.0
J11,0.7529621124267578,128.8199005126953,0.7529621124267578,0.0
J12,1.6262836456298828,-347.6426696777344,1.6262836456298828,0.0
J13,0.8662019968032837,-340.7558288574219,0.8662019968032837,0.0
J14,3.162172555923462,85.25233459472656,3.162172555923462,0.0
J15,1.6870107650756836,74.26386260986328,1.6870107650756836,0.0
J16,1.0965129137039185,-309.5546875,1.0965129137039185,0.0
J17,1.5075181722640991,-18369.453125,1.5075181722640991,0.0
J18,1.1602363586425781,22.8471622467041,1.1602363586425781,0.0
J19,0.985840916633606,-638.2666625976562,0.985840916633606,0.0
J20,0.8439546227455139,-607.84228515625,0.8439546227455139,0.0
J21,1.9453415870666504,112.18313598632812,1.9453415870666504,0.0
J22,0.9232273101806641,-2219.533935546875,0.9232273101806641,0.0
J23,2.2999966144561768,-15197.421875,2.2999966144561768,0.0
J24,2.7804598808288574,-267.8463439941406,2.7804598808288574,0.0
J25,1.4209599494934082,-382.7548522949219,1.4209599494934082,0.0
J26,3.0540833473205566,-985.1646728515625,3.0540833473205566,0.0
J27,3.3395791053771973,-2536.874267578125,3.3395791053771973,0.0
J28,2.119140148162842,145.96176147460938,2.119140148162842,0.0
J29,1.558862566947937,-796.2756958007812,1.558862566947937,0.0
J30,1.6083885431289673,-773.4237060546875,1.6083885431289673,0.0
J31,0.6731220483779907,-242.57847595214844,0.6731220483779907,0.0
J32,1.3049145936965942,101.88277435302734,1.3049145936965942,0.0
J33,0.6913873553276062,118.47882080078125,0.6913873553276062,0.0
J34,0.5556917190551758,-10.02017879486084,0.5556917190551758,0.0
J35,0.9235134720802307,92.1270751953125,0.9235134720802307,0.0
J36,1.0530728101730347,-1571.7076416015625,1.0530728101730347,0.0
J37,0.715087890625,-278.4570617675781,0.715087890625,0.0
J38,1.592078685760498,131.13218688964844,1.592078685760498,0.0
J39,1.6311414241790771,-218.20889282226562,1.6311414241790771,0.0
J40,-2.3148000849460004e-08,94.99999237060547,-2.3148000849460004e-08,0.0
J41,2.259342908859253,-380.2440490722656,2.259342908859253,0.0
J42,1.2166391611099243,112.2830581665039,1.2166391611099243,0.0
J43,1.7861738204956055,99.66795349121094,1.7861738204956055,0.0
J44,1.4380477666854858,-23612.759765625,1.4380477666854858,0.0
J45,1.2220076322555542,85.81500244140625,1.2220076322555542,0.0
J46,2.0987322330474854,-5071.52197265625,2.0987322330474854,0.0
J47,0.9259487986564636,-70.19500732421875,0.9259487986564636,0.0
J48,0.42976635694503784,-287.6311950683594,0.42976635694503784,0.0
J49,1.102878451347351,-12499.0439453125,1.102878451347351,0.0
J50,4.2575297355651855,88.43704986572266,4.2575297355651855,0.0
J51,1.5038760900497437,110.98941802978516,1.5038760900497437,0.0
J52,1.9479386806488037,78.34249114990234,1.9479386806488037,0.0
J53,2.18408465385437,-5368.60693359375,2.18408465385437,0.0
J54,3.6492698192596436,-5410.03125,3.6492698192596436,0.0
J55,0.9430779814720154,81.28794860839844,0.9430779814720154,0.0
J56,2.6401352882385254,-5069.35009765625,2.6401352882385254,0.0
J57,0.9412338137626648,97.570556640625,0.9412338137626648,0.0
J58,1.7529911994934082,48.37025451660156,1.7529911994934082,0.0
J59,1.8668783903121948,89.54949188232422,1.8668783903121948,0.0
J60,1.138480305671692,97.2141342163086,1.138480305671692,0.0
J61,0.9189321994781494,-325.2347717285156,0.9189321994781494,0.0
J62,0.9114664196968079,117.63972473144531,0.9114664196968079,0.0
J63,1.3884670734405518,-428.1954650878906,1.3884670734405518,0.0
J64,1.067169427871704,85.89173889160156,1.067169427871704,0.0
J65,1.823009967803955,-2331.380615234375,1.823009967803955,0.0
J66,1.4031323194503784,122.69375610351562,1.4031323194503784,0.0
J67,2.038626194000244,-29326.091796875,2.038626194000244,0.0
J68,1.386165976524353,-81.75238800048828,1.386165976524353,0.0
J69,2.8706164360046387,76.2555160522461,2.8706164360046387,0.0
J70,2.328291654586792,-5969.6962890625,2.328291654586792,0.0
J71,2.799506664276123,-89280.59375,2.799506664276123,0.0
J72,2.386931896209717,104.45296478271484,2.386931896209717,0.0
J73,2.3642544746398926,-1390.323974609375,2.3642544746398926,0.0
J74,1.8725650310516357,-399.3794250488281,1.8725650310516357,0.0
J75,1.7177743911743164,86.7698974609375,1.7177743911743164,0.0
J76,1.3714414834976196,131.25570678710938,1.3714414834976196,0.0
J77,1.3403747081756592,-22735.28125,1.3403747081756592,0.0
J78,1.3736724853515625,142.1517791748047,1.3736724853515625,0.0
J79,0.9259092807769775,-1162.230712890625,0.9259092807769775,0.0
J80,1.7831145524978638,-6099.236328125,1.7831145524978638,0.0
J81,2.309176206588745,-14900.27734375,2.309176206588745,0.0
J82,2.177926540374756,116.54605102539062,2.177926540374756,0.0
J83,0.539455771446228,-1331.3531494140625,0.539455771446228,0.0
J84,1.4260987043380737,-11005.9375,1.4260987043380737,0.0
J85,5.084986686706543,61.509281158447266,5.084986686706543,0.0
J86,1.8386183977127075,104.75837707519531,1.8386183977127075,0.0
J87,1.0814340114593506,115.01612854003906,1.0814340114593506,0.0
J88,1.7627983093261719,135.6662139892578,1.7627983093261719,0.0
J89,1.4845080375671387,85.73419952392578,1.4845080375671387,0.0
J90,3.7850241661071777,83.96561431884766,3.7850241661071777,0.0
J91,1.111814260482788,13.781726837158203,1.111814260482788,0.0
J92,2.408015727996826,-4626.7724609375,2.408015727996826,0.0
J93,2.9373395442962646,-12.353143692016602,2.9373395442962646,0.0
J94,4.449646472930908,-125547.2109375,4.449646472930908,0.0
J95,0.6919412612915039,75.61673736572266,0.6919412612915039,0.0
J96,1.5165927410125732,18.68541145324707,1.5165927410125732,0.0
J97,0.981985867023468,107.00253295898438,0.981985867023468,0.0
J98,0.956592857837677,-288.7886047363281,0.956592857837677,0.0
J99,1.3406548500061035,72.8171157836914,1.3406548500061035,0.0
J100,1.991557240486145,99.88615417480469,1.991557240486145,0.0
J101,1.1108767986297607,-7.277848720550537,1.1108767986297607,0.0
J102,1.1522196531295776,-7083.68896484375,1.1522196531295776,0.0
J103,1.2571735382080078,-8573.693359375,1.2571735382080078,0.0
J104,0.786282479763031,95.0517349243164,0.786282479763031,0.0
J105,1.0781333446502686,104.181640625,1.0781333446502686,0.0
J106,0.9925768971443176,120.16085052490234,0.9925768971443176,0.0
J107,1.0229246616363525,90.67024993896484,1.0229246616363525,0.0
J108,1.3683003187179565,-472.18670654296875,1.3683003187179565,0.0
J109,1.3094826936721802,84.7701187133789,1.3094826936721802,0.0
J110,1.5390666723251343,94.76070404052734,1.5390666723251343,0.0
J111,2.712327003479004,127.4845962524414,2.712327003479004,0.0
J112,2.2923779487609863,-1511.916748046875,2.2923779487609863,0.0
J113,1.5169297456741333,-746.9617919921875,1.5169297456741333,0.0
J114,1.8252747058868408,-6849.5791015625,1.8252747058868408,0.0
J115,1.255926251411438,94.35696411132812,1.255926251411438,0.0
J116,0.7316281199455261,123.75689697265625,0.7316281199455261,0.0
J117,2.851229667663574,-23035.619140625,2.851229667663574,0.0
J118,1.1915041208267212,-1659.42919921875,1.1915041208267212,0.0
J119,1.1555782556533813,62.087562561035156,1.1555782556533813,0.0
J120,0.7367414236068726,-756.814453125,0.7367414236068726,0.0
J121,1.2177165746688843,115.48908996582031,1.2177165746688843,0.0
J122,1.0189684629440308,71.06912231445312,1.0189684629440308,0.0
J123,1.0829261541366577,55.08251953125,1.0829261541366577,0.0
J124,1.3603569269180298,11.488364219665527,1.3603569269180298,0.0
J125,1.0897548198699951,-1357.9327392578125,1.0897548198699951,0.0
J126,1.176803469657898,138.18312072753906,1.176803469657898,0.0
J127,1.555135726928711,61.91070556640625,1.555135726928711,0.0
J128,3.018754005432129,125.90365600585938,3.018754005432129,0.0
J129,3.865018367767334,-39127.41015625,3.865018367767334,0.0
J130,2.2374520301818848,102.69851684570312,2.2374520301818848,0.0
J131,1.4437470436096191,129.55389404296875,1.4437470436096191,0.0
J132,2.012219190597534,-5888.041015625,2.012219190597534,0.0
J133,0.97786945104599,138.09933471679688,0.97786945104599,0.0
J134,1.531387209892273,79.5965347290039,1.531387209892273,0.0
J135,0.8454157710075378,97.26356506347656,0.8454157710075378,0.0
J136,1.5193363428115845,-255.32192993164062,1.5193363428115845,0.0
J137,0.9459826350212097,117.46141052246094,0.9459826350212097,0.0
J138,0.6457274556159973,136.66041564941406,0.6457274556159973,0.0
J139,0.6257179379463196,82.20299530029297,0.6257179379463196,0.0
J140,1.9198641777038574,48.60594177246094,1.9198641777038574,0.0
J141,1.2708765268325806,119.29267883300781,1.2708765268325806,0.0
J142,0.765726625919342,-159.81883239746094,0.765726625919342,0.0
J143,1.4134280681610107,129.6944580078125,1.4134280681610107,0.0
J144,1.4699302911758423,74.54412078857422,1.4699302911758423,0.0
J145,2.314174175262451,-43.4233283996582,2.314174175262451,0.0
J146,1.1075055599212646,-14533.4658203125,1.1075055599212646,0.0
J147,1.2523701190948486,9.890658378601074,1.2523701190948486,0.0
J148,1.6049611568450928,122.45699310302734,1.6049611568450928,0.0
J149,1.9376723766326904,-804.2014770507812,1.9376723766326904,0.0
J150,3.8763527870178223,-456.7984313964844,3.8763527870178223,0.0
J151,3.3589611053466797,130.75233459472656,3.3589611053466797,0.0
J152,1.670053243637085,-16136.7841796875,1.670053243637085,0.0
J153,2.06500506401062,-82.8992691040039,2.06500506401062,0.0
J154,1.591831088066101,-740.5531005859375,1.591831088066101,0.0
J155,1.0270806550979614,-35.926387786865234,1.0270806550979614,0.0
J156,1.6629256010055542,85.94163513183594,1.6629256010055542,0.0
J157,1.6072535514831543,-246.8633270263672,1.6072535514831543,0.0
J158,0.8924408555030823,130.55886840820312,0.8924408555030823,0.0
J159,3.3579087257385254,88.99504852294922,3.3579087257385254,0.0
J160,5.2634429931640625,-6013.26171875,5.2634429931640625,0.0
J161,1.9558416604995728,-1124.2919921875,1.9558416604995728,0.0
J162,2.223330020904541,6.826163291931152,2.223330020904541,0.0
J163,1.6955523490905762,131.11285400390625,1.6955523490905762,0.0
J164,1.250192642211914,-11913.5068359375,1.250192642211914,0.0
J165,1.2896019220352173,-0.3186071515083313,1.2896019220352173,0.0
J166,1.4020559787750244,-2764.266845703125,1.4020559787750244,0.0
J167,1.251974105834961,-1548.5440673828125,1.251974105834961,0.0
J168,1.754320740699768,127.01447296142578,1.754320740699768,0.0
J169,1.3566272258758545,-358.0641784667969,1.3566272258758545,0.0
J170,1.2140592336654663,84.2403793334961,1.2140592336654663,0.0
J171,2.1463279724121094,-391.0692443847656,2.1463279724121094,0.0
J172,2.004451274871826,-85.49061584472656,2.004451274871826,0.0
J173,1.4586777687072754,-137.72079467773438,1.4586777687072754,0.0
J174,6.622303009033203,-9453.75390625,6.622303009033203,0.0
J175,3.4443838596343994,106.04246520996094,3.4443838596343994,0.0
J176,2.9908502101898193,-86.95073699951172,2.9908502101898193,0.0
J177,2.0446712970733643,-417.6883239746094,2.0446712970733643,0.0
J178,2.0503880977630615,145.44918823242188,2.0503880977630615,0.0
J179,1.310168743133545,90.04959869384766,1.310168743133545,0.0
J180,1.3917555809020996,-88.0423355102539,1.3917555809020996,0.0
J181,3.116581439971924,117.78921508789062,3.116581439971924,0.0
J182,2.132913827896118,-87.53874206542969,2.132913827896118,0.0
J183,1.532324194908142,-19214.51171875,1.532324194908142,0.0
J184,3.7901949882507324,-12063.3291015625,3.7901949882507324,0.0
J185,2.2989439964294434,-117.09902954101562,2.2989439964294434,0.0
J186,0.9704263806343079,128.53302001953125,0.9704263806343079,0.0
J187,1.795622706413269,42.281402587890625,1.795622706413269,0.0
J188,2.9409356117248535,-2824.19140625,2.9409356117248535,0.0
J189,4.0842695236206055,54.69416046142578,4.0842695236206055,0.0
J190,1.0590380430221558,-1368.2823486328125,1.0590380430221558,0.0
J191,2.0113070011138916,114.5765609741211,2.0113070011138916,0.0
J192,3.6666312217712402,37.46809005737305,3.6666312217712402,0.0
J193,4.201209545135498,123.67268371582031,4.201209545135498,0.0
J194,1.1498026847839355,-3.229269027709961,1.1498026847839355,0.0
J195,3.458085536956787,-404.75787353515625,3.458085536956787,0.0
J196,3.2996973991394043,-14151.509765625,3.2996973991394043,0.0
J197,1.7710641622543335,-259.5863952636719,1.7710641622543335,0.0
J198,1.111040472984314,108.389404296875,1.111040472984314,0.0
